date,open,high,low,close,volume
2013-05-10,3550.0300,3577.3300,3536.1700,3577.3300,4466670800
2013-05-13,3577.2900,3591.0900,3565.4900,3590.7600,3946578000
2013-05-14,3586.3200,3586.3200,3524.5800,3549.3000,3808365600
2013-05-15,3549.7500,3597.2400,3548.5500,3597.1100,3648741600
2013-05-16,3594.3000,3647.4900,3578.0900,3635.7500,5239356800
2013-05-17,3632.6100,3695.2400,3631.2600,3691.4000,5939850400
2013-05-20,3700.0900,3740.5800,3686.7600,3737.7500,6679882400
2013-05-21,3733.6700,3787.1000,3727.6700,3787.0600,6769012000
2013-05-22,3782.9700,3795.1700,3740.2200,3755.8700,6531327200
2013-05-23,3740.4400,3783.9700,3716.2900,3724.2300,5781309600
2013-05-24,3723.6200,3782.1700,3723.6200,3782.0700,5023893600
2013-05-27,3784.4700,3820.5900,3782.2700,3820.4300,5552935600
2013-05-28,3820.2400,3829.9700,3770.6500,3827.7800,6007156800
2013-05-29,3830.2200,3858.9200,3828.2900,3856.3200,5831909600
2013-05-30,3843.1600,3872.2600,3835.2200,3865.1300,5445480800
2013-05-31,3867.5900,3884.6800,3840.7000,3841.2200,5506793600
2013-06-03,3836.7700,3855.7900,3803.3600,3814.5100,4838775200
2013-06-04,3809.5500,3811.6500,3707.5600,3739.7200,4924970400
2013-06-05,3733.9500,3759.5200,3718.1200,3755.1500,3661617200
2013-06-06,3742.5000,3742.5000,3686.2500,3688.7400,3881376400
2013-06-07,3690.9600,3701.2200,3593.9700,3616.2100,4070865200
2013-06-13,3573.9000,3573.9000,3446.2500,3515.0500,3724168000
2013-06-14,3519.3700,3591.2500,3519.3300,3584.9800,3464384000
2013-06-17,3593.5100,3620.9500,3565.2800,3593.3700,3564596800
2013-06-18,3594.9000,3613.0300,3557.4600,3605.7600,3133290800
2013-06-19,3588.7700,3588.7700,3525.4500,3583.3000,3289541600
2013-06-20,3562.1300,3566.3600,3463.1300,3465.0000,3302402600
2013-06-21,3401.4700,3464.5900,3347.7600,3446.4800,3228984000
2013-06-24,3439.8700,3439.8700,3200.6700,3232.9600,4053654000
2013-06-25,3202.6600,3243.4000,2981.6900,3219.1300,5155439200
2013-06-26,3222.6800,3285.8200,3200.1600,3285.8200,3990058800
2013-06-27,3293.0800,3339.8600,3231.1500,3233.2200,4496869200
2013-06-28,3212.2500,3292.9100,3176.2400,3235.9800,3864059600
2013-07-01,3226.6200,3304.5900,3210.6600,3304.5900,3532662800
2013-07-02,3304.9900,3359.1200,3295.3300,3359.0500,4038507200
2013-07-03,3346.1100,3372.6300,3288.0200,3364.1800,4431065600
2013-07-04,3342.0100,3427.3800,3325.2700,3390.4900,4693895600
2013-07-05,3392.5800,3427.9800,3371.3100,3371.5300,4395283200
2013-07-08,3322.1400,3322.1400,3240.1100,3240.4800,3995247200
2013-07-09,3231.7000,3263.3900,3210.7300,3259.9100,3009463600
2013-07-10,3259.8500,3361.4000,3257.9000,3361.4000,4186412800
2013-07-11,3364.8400,3484.7900,3364.2300,3455.8800,6332352000
2013-07-12,3453.4400,3490.5000,3424.2800,3425.1400,5180821200
2013-07-15,3432.2600,3493.7200,3431.5000,3493.4400,4658588800
2013-07-16,3496.7300,3536.3100,3474.3600,3536.3100,4931472400
2013-07-17,3529.7100,3552.3700,3474.3600,3485.0700,5004677600
2013-07-18,3476.1800,3505.1900,3445.3300,3481.2000,4598343600
2013-07-19,3479.5300,3510.1100,3394.3100,3394.3100,5098659600
2013-07-22,3374.5700,3461.7000,3359.3900,3461.2800,4199297200
2013-07-23,3470.6000,3545.0500,3470.6000,3544.9700,5354383200
2013-07-24,3536.1600,3575.0000,3500.0800,3566.2800,5654974400
2013-07-25,3561.5100,3572.5500,3496.3100,3498.2400,5086679200
2013-07-26,3486.9600,3520.4900,3449.6100,3494.1600,3935843200
2013-07-29,3477.2600,3484.6400,3423.7700,3426.5900,3919105600
2013-07-30,3426.9600,3449.5400,3349.5500,3411.2200,3659272800
2013-07-31,3428.1300,3462.1000,3418.7200,3430.7400,3582566000
2013-08-01,3435.0800,3521.1600,3429.7200,3521.1500,4422596400
2013-08-02,3535.8900,3563.1900,3528.6400,3533.6100,4726402000
2013-08-05,3531.6500,3592.8700,3528.8500,3592.5400,4172184800
2013-08-06,3589.5200,3638.7100,3581.5300,3631.1200,4979607200
2013-08-07,3628.0000,3644.2100,3589.3400,3596.3200,5261651600
2013-08-08,3589.1600,3627.2500,3577.5800,3605.8500,4244996800
2013-08-09,3611.7800,3637.9100,3570.7800,3618.7400,4435769200
2013-08-12,3629.5100,3676.2000,3628.9500,3676.2000,5649268800
2013-08-13,3677.1200,3695.5600,3669.4900,3695.5500,5264948400
2013-08-14,3694.6800,3706.7700,3662.0400,3681.0800,5298328800
2013-08-15,3674.6500,3686.2600,3629.3400,3631.3200,4373973600
2013-08-16,3611.2800,3688.6900,3550.8200,3554.3500,5363560000
2013-08-19,3528.9100,3609.1700,3522.1500,3609.0300,3846959200
2013-08-20,3606.6100,3634.0500,3580.1900,3599.6400,4315982000
2013-08-21,3596.9300,3627.9100,3577.8200,3627.5000,4261988400
2013-08-22,3621.8900,3650.1100,3615.7100,3636.4700,4613253600
2013-08-23,3644.6800,3654.7300,3560.1300,3627.9700,5483723200
2013-08-26,3629.3600,3703.7900,3627.3100,3703.5900,5352258800
2013-08-27,3702.5800,3732.2200,3691.1600,3732.1000,5746790800
2013-08-28,3707.5300,3740.1300,3680.5000,3703.9200,7020592800
2013-08-29,3703.0500,3715.8500,3679.0800,3701.0800,6293668800
2013-08-30,3702.8500,3727.3000,3645.3600,3664.1500,7706920000
2013-09-02,3674.6800,3695.0900,3633.4600,3689.9600,6286094400
2013-09-03,3685.3400,3745.2400,3680.1500,3744.8700,5962664800
2013-09-04,3747.2300,3766.4100,3734.7800,3755.2400,6236384800
2013-09-05,3749.9400,3776.0000,3741.4600,3762.5700,6068110400
2013-09-06,3758.9100,3799.0700,3754.6400,3792.8300,6060311600
2013-09-09,3799.4500,3835.4800,3793.1100,3831.9300,7293221600
2013-09-10,3836.4700,3871.1900,3832.3200,3870.9200,8106345600
2013-09-11,3876.5900,3876.7700,3814.2800,3834.2600,8802626400
2013-09-12,3824.7500,3857.5200,3815.7400,3845.0700,6727344000
2013-09-13,3846.4500,3858.4300,3825.1800,3849.8200,6486534400
2013-09-16,3852.3600,3870.7300,3836.4100,3854.2100,5568231200
2013-09-17,3851.6600,3851.6600,3785.2300,3786.2900,5755855200
2013-09-18,3780.7000,3823.0100,3776.7000,3822.1200,4446440800
2013-09-23,3830.9500,3899.8600,3830.9500,3899.6300,5652714000
2013-09-24,3897.4100,3915.9800,3864.4400,3903.5200,6507975200
2013-09-25,3899.6100,3930.6000,3881.6000,3889.2200,7019162400
2013-09-26,3879.4800,3883.3900,3806.6400,3808.2200,5902757200
2013-09-27,3805.5000,3841.5400,3802.9000,3822.7600,4354926400
2013-09-30,3834.1700,3873.4900,3834.0100,3872.8900,3945458400
2013-10-08,3875.5200,3938.0700,3866.6800,3938.0700,5513438000
2013-10-09,3928.4000,3981.4500,3915.7300,3981.0600,6021401200
2013-10-10,3990.7800,4000.4900,3947.8400,3959.6300,6980745600
2013-10-11,3975.1100,4027.3200,3975.1100,4026.9200,7201558400
2013-10-14,4034.1900,4069.7800,4024.5900,4068.3200,7469228800
2013-10-15,4074.8300,4080.1100,4043.7900,4074.0800,7567178400
2013-10-16,4063.8200,4063.8200,3941.5900,3963.2100,7783795200
2013-10-17,3980.4700,4010.6200,3944.9700,3956.9700,6631917600
2013-10-18,3954.5900,3978.3400,3937.2400,3970.6400,5077960000
2013-10-21,3977.2600,4069.2200,3968.3900,4069.0300,6605729200
2013-10-22,4070.6700,4089.1000,4014.2600,4026.5200,7364594400
2013-10-23,4026.5600,4039.4300,3906.5100,3924.2200,6770842400
2013-10-24,3914.2400,3933.7300,3889.3400,3898.1600,4494228000
2013-10-25,3902.2300,3916.9200,3796.0700,3821.7800,4990523600
2013-10-28,3820.6700,3828.7200,3785.9100,3808.7000,3956984400
2013-10-29,3801.9300,3827.1200,3600.4300,3703.8600,5573976000
2013-10-30,3694.3100,3764.6000,3688.3900,3764.4500,4154928000
2013-10-31,3757.8100,3757.8100,3710.6900,3713.8300,4178754400
2013-11-01,3698.4700,3720.4400,3661.7400,3702.4500,3338735600
2013-11-04,3705.4500,3744.5900,3705.4300,3728.1900,3285215200
2013-11-05,3719.9400,3777.6300,3688.2100,3777.4000,3949816400
2013-11-06,3768.7300,3799.8200,3737.1100,3737.1100,4509725200
2013-11-07,3722.2400,3734.8600,3677.5300,3685.0400,3481496400
2013-11-08,3670.3500,3678.2300,3618.9300,3629.9400,3494672800
2013-11-11,3626.1900,3659.6600,3600.0900,3645.8400,2735750000
2013-11-12,3645.3700,3681.0700,3634.8700,3680.5400,3005498000
2013-11-13,3677.3500,3677.3500,3611.7600,3611.7600,3295728600
2013-11-14,3602.8500,3660.0400,3575.8400,3659.8300,3310776000
2013-11-15,3661.2800,3766.3600,3661.2800,3736.4500,4882691200
2013-11-18,3759.1200,3828.0200,3755.5000,3827.8800,5626400800
2013-11-19,3830.4500,3851.5700,3814.5200,3840.3700,5088261200
2013-11-20,3842.2500,3878.7000,3827.3800,3878.5800,4858289600
2013-11-21,3865.5700,3878.2400,3838.5400,3865.4100,5398687200
2013-11-22,3868.5000,3880.7200,3835.9200,3842.7600,4902398000
2013-11-25,3834.8100,3874.1000,3824.6500,3839.6000,4643488800
2013-11-26,3837.8700,3855.9700,3822.1300,3845.6800,4295441600
2013-11-27,3843.6500,3890.0500,3837.1400,3889.7500,4722105600
2013-11-28,3897.2500,3945.5300,3895.1100,3922.6700,5544796400
2013-11-29,3924.4200,3947.9100,3919.7300,3946.3800,4847324800
2013-12-02,3870.0300,3905.6800,3737.3200,3770.8700,6678309200
2013-12-03,3755.1900,3861.1600,3750.9600,3859.9600,4694205600
2013-12-04,3856.3500,3959.1100,3852.4800,3933.0000,6414188400
2013-12-05,3931.1400,3944.7000,3911.2700,3928.7200,4952427600
2013-12-06,3924.6400,3941.5400,3906.8000,3918.7800,4282279200
2013-12-09,3928.1600,3948.0600,3924.8100,3947.7000,4010473600
2013-12-10,3948.5700,3965.1600,3930.0000,3950.4900,4588425600
2013-12-11,3941.9000,3941.9000,3878.3300,3906.7800,4618804800
2013-12-12,3903.4500,3943.0300,3900.9500,3916.9600,3909067200
2013-12-13,3901.9900,3932.8900,3886.9700,3925.4300,3589454800
2013-12-16,3929.3800,3932.6000,3854.4700,3857.7200,4104767600
2013-12-17,3854.7800,3867.7800,3824.9700,3834.0300,3187531200
2013-12-18,3836.0200,3855.3600,3819.0700,3834.0400,2698321600
2013-12-19,3840.2800,3859.2200,3793.4000,3795.0200,2818348800
2013-12-20,3792.6800,3807.5500,3736.4000,3747.0000,2920045600
2013-12-23,3745.9400,3757.3900,3687.4000,3742.7400,2669013200
2013-12-24,3746.6500,3799.7700,3738.7600,3768.7000,2861014800
2013-12-25,3766.2000,3808.4600,3756.7100,3808.4500,2695198800
2013-12-26,3809.5000,3809.5000,3741.6100,3743.1300,3311604800
2013-12-27,3737.6500,3809.4700,3734.6500,3800.7700,3221514200
2013-12-30,3815.6800,3828.9700,3803.7900,3813.0000,3165404000
2013-12-31,3805.7000,3829.8000,3789.8200,3829.1000,2927606200
2014-01-02,3823.3200,3848.2500,3813.8100,3847.8800,3080026000
2014-01-03,3841.2200,3843.3600,3802.9900,3816.3200,3481756000
2014-01-06,3806.5900,3806.5900,3709.9100,3710.9000,3451186400
2014-01-07,3699.9000,3740.7200,3688.4200,3733.6600,2720862000
2014-01-08,3735.5000,3768.5000,3726.1100,3738.2100,3194344000
2014-01-09,3732.8600,3768.6200,3693.6400,3696.0200,3335413600
2014-01-10,3685.0200,3689.1900,3619.6800,3628.6300,3139330400
2014-01-13,3628.5300,3657.6900,3588.7400,3612.0200,2784241600
2014-01-14,3610.6400,3683.5300,3601.9900,3683.5300,2856510400
2014-01-15,3681.0400,3708.5400,3675.6400,3708.1400,2947919200
2014-01-16,3709.3800,3738.0800,3703.1900,3714.3100,2958331200
2014-01-17,3704.3600,3704.9600,3669.5900,3671.9200,2532529200
2014-01-20,3666.3000,3680.0100,3627.6500,3644.1300,2380574800
2014-01-21,3645.3400,3700.5900,3645.3400,3700.1100,2849780400
2014-01-22,3707.0800,3799.0600,3707.0300,3799.0400,4184904800
2014-01-23,3801.7500,3841.0300,3795.4800,3825.4900,4070580000
2014-01-24,3817.0800,3890.5300,3811.1400,3882.6700,4579074800
2014-01-27,3867.5700,3916.6700,3854.8700,3881.9500,4263680400
2014-01-28,3882.0100,3906.5700,3847.0300,3873.8100,3194653200
2014-01-29,3878.3100,3913.1200,3878.3100,3908.4500,3300838000
2014-01-30,3900.0100,3908.6100,3877.5700,3885.4200,2854994000
2014-02-07,3864.8900,3957.9300,3854.9800,3957.6700,3403656800
2014-02-10,3972.8600,4074.6300,3972.8600,4074.6300,5775494800
2014-02-11,4081.5400,4099.7700,4031.9500,4080.3800,6187682000
2014-02-12,4083.8200,4125.7100,4064.3500,4125.4100,5903926400
2014-02-13,4123.2100,4137.5900,4064.4200,4064.4200,6105150000
2014-02-14,4063.7900,4134.2300,4060.0900,4134.1600,5063116000
2014-02-17,4152.0400,4213.1400,4152.0400,4212.7500,6246941600
2014-02-18,4216.6100,4219.0300,4188.0700,4207.7000,6391329600
2014-02-19,4206.0200,4232.8800,4180.9100,4207.9900,6121776000
2014-02-20,4211.7000,4221.6300,4139.2000,4149.0700,6256448000
2014-02-21,4142.3000,4156.7900,4085.8200,4121.9200,4801788400
2014-02-24,4102.5600,4105.7900,4043.5100,4105.7900,5123873200
2014-02-25,4109.4900,4141.2600,3937.1700,3961.4400,6566527200
2014-02-26,3941.1200,3988.0600,3883.9600,3987.4800,4885673600
2014-02-27,3992.7200,4053.8500,3932.3100,3934.7300,5451092400
2014-02-28,3926.7700,3976.1300,3874.7200,3975.9300,4660120000
2014-03-03,3975.5400,4059.1900,3969.3000,4058.8000,5129025600
2014-03-04,4045.2000,4067.4300,4016.0300,4059.5700,5365560800
2014-03-05,4064.9600,4075.7500,4031.9200,4037.7800,5314363200
2014-03-06,4030.6500,4042.2100,3980.2800,4032.7600,4818990400
2014-03-07,4032.1400,4051.0300,3992.9400,4012.4500,4568632000
2014-03-10,3981.5100,3981.5100,3856.1000,3860.2400,4966555200
2014-03-11,3848.1700,3889.2400,3826.9300,3864.2600,3993968000
2014-03-12,3857.5800,3894.0600,3803.7300,3865.6600,4122116000
2014-03-13,3865.9200,3907.8500,3861.7100,3907.1500,3706465600
2014-03-14,3891.2000,3913.5000,3860.3200,3888.9800,3514083200
2014-03-17,3889.9000,3967.8500,3889.9000,3967.1500,3928817200
2014-03-18,3970.6600,4009.3500,3968.8900,3989.2000,4427084000
2014-03-19,3979.2500,3980.7400,3944.0900,3980.6700,4266896000
2014-03-20,3973.1500,4000.3700,3876.4300,3876.5800,4986305600
2014-03-21,3857.8200,3954.2600,3828.9200,3952.3900,5236272000
2014-03-24,3954.0500,3995.8700,3944.6900,3985.8600,5420297600
2014-03-25,3977.8800,4007.9400,3967.6200,3991.1400,5366702400
2014-03-26,3997.1700,4009.8800,3987.1900,4001.5000,4627750400
2014-03-27,3994.8200,3996.2500,3943.7900,3944.0400,4945987200
2014-03-28,3935.2000,3951.7300,3855.4800,3865.2900,5345826400
2014-03-31,3865.0000,3878.0000,3815.7400,3840.5400,3833777600
2014-04-01,3836.5000,3899.6600,3835.2300,3899.4900,3465522000
2014-04-02,3901.1900,3922.0800,3891.5500,3902.0400,4398194400
2014-04-03,3902.0700,3919.1700,3880.4000,3896.2800,4234271200
2014-04-04,3888.7300,3939.6100,3881.9600,3939.2300,3820321600
2014-04-08,3927.5100,3981.6300,3918.9800,3981.6300,4261820800
2014-04-09,3987.4300,4019.0900,3987.4300,4018.5500,4368503600
2014-04-10,4022.0500,4052.8400,4012.6600,4038.8400,5117418000
2014-04-11,4021.9600,4031.2100,4001.8000,4021.1900,4324739200
2014-04-14,4019.5000,4051.4900,4018.7400,4051.3300,4157174400
2014-04-15,4050.3300,4050.3300,4015.0900,4021.9100,4545686800
2014-04-16,4010.3600,4026.7600,3992.5000,4019.8800,3810511600
2014-04-17,4025.3800,4035.3700,4012.7100,4014.9400,3871839200
2014-04-18,4006.8800,4029.7600,3995.5500,4029.2600,3473648000
2014-04-21,4004.6100,4032.8500,3962.2900,3965.3400,4025395200
2014-04-22,3957.2200,3974.6300,3889.7800,3947.1700,4193482000
2014-04-23,3942.5000,3956.4100,3913.1800,3929.1700,3074191200
2014-04-24,3924.4500,3931.5100,3884.5900,3884.8100,3234572000
2014-04-25,3879.4500,3886.7600,3797.4700,3800.6800,3600062000
2014-04-28,3785.9600,3785.9600,3679.9600,3684.5900,3667032800
2014-04-29,3678.6200,3739.2500,3678.0100,3738.9300,2829741800
2014-04-30,3734.8000,3770.7300,3728.4100,3766.1700,2659282800
2014-05-05,3761.2300,3798.3600,3746.1900,3798.2900,2861542000
2014-05-06,3795.3600,3831.4100,3790.5000,3817.9800,3060038400
2014-05-07,3806.8400,3806.8400,3747.7800,3749.9700,2936363200
2014-05-08,3740.2500,3798.2200,3733.7500,3754.0100,3051595200
2014-05-09,3748.4900,3752.4600,3688.0400,3716.0200,2948883400
2014-05-12,3738.6700,3812.8300,3730.9500,3812.7600,4245480800
2014-05-13,3810.4900,3819.7500,3788.4600,3806.8900,3581498000
2014-05-14,3805.1500,3816.4100,3796.1100,3803.8000,2830755600
2014-05-15,3797.1200,3799.0800,3728.3200,3732.3400,3077118200
2014-05-16,3722.5600,3733.2800,3685.0700,3726.6600,2671334600
2014-05-19,3722.3900,3722.3900,3679.6400,3705.3600,2420359200
2014-05-20,3720.2300,3748.7500,3708.1400,3715.7100,2484602200
2014-05-21,3708.1200,3747.5500,3680.8900,3747.3300,2404689200
2014-05-22,3748.9300,3788.0600,3744.6000,3746.1400,3096098400
2014-05-23,3742.9900,3786.5600,3742.9800,3786.5600,2887723200
2014-05-26,3798.7300,3827.5900,3798.7300,3827.4900,3339637200
2014-05-27,3825.3700,3834.4200,3812.8900,3818.3200,3274276000
2014-05-28,3818.3500,3862.1000,3813.0000,3861.5900,3677476400
2014-05-29,3862.3000,3874.1000,3821.4200,3821.8700,3736467200
2014-05-30,3818.4700,3840.8600,3798.8000,3829.2400,3447981600
2014-06-03,3833.1200,3845.4800,3821.4300,3822.7200,3015499200
2014-06-04,3820.5000,3820.7600,3760.2900,3789.2900,3024040800
2014-06-05,3783.8800,3832.3800,3779.9900,3832.0500,2958072800
2014-06-06,3833.3800,3837.4000,3800.0900,3818.3300,2992632200
2014-06-09,3809.5900,3830.6000,3795.1700,3797.4300,2681952400
2014-06-10,3801.5100,3840.2400,3784.0500,3840.0200,3029738800
2014-06-11,3838.6700,3859.0300,3832.5300,3858.0500,3191529600
2014-06-12,3851.2300,3857.9100,3832.9400,3850.1100,3513492000
2014-06-13,3846.6200,3894.5400,3843.6200,3891.5600,3984079600
2014-06-16,3893.9200,3915.2200,3893.1700,3914.9800,3929476000
2014-06-17,3909.6200,3909.6200,3876.2300,3879.3400,3986075200
2014-06-18,3878.6900,3881.3900,3855.2300,3858.1000,4068867200
2014-06-19,3853.5900,3860.3000,3739.4100,3755.6900,4335148800
2014-06-20,3751.1800,3789.4100,3751.0800,3789.3400,2933163000
2014-06-23,3790.8400,3827.8300,3790.8400,3815.8800,3220035200
2014-06-24,3814.5300,3839.5900,3812.7500,3839.2000,3414969600
2014-06-25,3835.5900,3835.5900,3803.2900,3814.0300,3041989400
2014-06-26,3812.9100,3863.1000,3812.9100,3861.9500,4055070000
2014-06-27,3861.1000,3905.5400,3853.7500,3889.3200,4847612000
2014-06-30,3895.1500,3925.4400,3889.6500,3924.9000,4920966400
2014-07-01,3927.4800,3951.9200,3917.5300,3951.7300,4881398400
2014-07-02,3950.4700,3979.3700,3937.2400,3979.3100,5296635600
2014-07-03,3978.8200,4026.0600,3972.1200,4019.6500,6118409600
2014-07-04,4018.3900,4022.2200,3997.7600,4004.5600,5516638800
2014-07-07,4004.1000,4024.3700,3992.2800,4014.4900,5119715200
2014-07-08,4012.5500,4039.9200,3982.3300,4039.7100,5018074400
2014-07-09,4033.8200,4047.3800,3981.2500,3982.4000,5694464400
2014-07-10,3980.5000,4008.1300,3975.7000,3982.2000,4870848400
2014-07-11,3979.7300,4033.8900,3978.1000,4029.7500,5307468800
2014-07-14,4033.7100,4090.8000,4033.7000,4090.8000,6059248000
2014-07-15,4089.3500,4098.2800,4063.6000,4093.1100,6683400000
2014-07-16,4089.6500,4105.0200,4046.5500,4062.1200,5941441600
2014-07-17,4055.9100,4055.9100,4006.2800,4031.4400,4998836000
2014-07-18,4018.3600,4066.1800,4012.5100,4042.5200,4958258400
2014-07-21,4038.7400,4048.9400,4017.4500,4030.2400,4418609600
2014-07-22,4024.4200,4086.1100,4023.0200,4083.2900,5467301600
2014-07-23,4083.0800,4094.6500,4042.0400,4057.1100,5851827600
2014-07-24,4055.1500,4073.8600,4013.5500,4054.2200,6273828800
2014-07-25,4052.0300,4089.8000,4047.8700,4089.8000,5504340800
2014-07-28,4106.9900,4168.3900,4106.9900,4168.3700,7952835200
2014-07-29,4173.1700,4221.5800,4167.2700,4207.8600,8076083200
2014-07-30,4198.4100,4220.2100,4184.3500,4214.8400,6914667200
2014-07-31,4211.0700,4257.4100,4208.5700,4257.0400,6571104000
2014-08-01,4242.3000,4268.4300,4201.9200,4210.2200,7817189600
2014-08-04,4213.1100,4278.8500,4213.1100,4278.8500,6608314800
2014-08-05,4284.1500,4300.5000,4262.7600,4300.1200,7437961600
2014-08-06,4291.6300,4336.7600,4276.6800,4328.6000,7450724800
2014-08-07,4329.3000,4342.0700,4323.3800,4341.9400,2715730200
2014-08-08,4287.9410,4317.9310,4283.6060,4311.6970,5739771648
2014-08-11,4317.3470,4377.2440,4317.3470,4377.0180,6479859200
2014-08-12,4378.2470,4400.0020,4370.2260,4399.8060,6726292992
2014-08-13,4399.4030,4410.4620,4347.3680,4401.8090,7311059968
2014-08-14,4397.2070,4426.4700,4368.7070,4373.5040,7461787904
2014-08-15,4372.7710,4428.9730,4368.3370,4423.6360,6497228800
2014-08-18,4434.1750,4483.5680,4434.1750,4483.5440,7152626176
2014-08-19,4491.1690,4500.8020,4461.9810,4496.9380,7752148992
2014-08-20,4495.8230,4521.2500,4481.9200,4497.3990,7636869120
2014-08-21,4498.4930,4501.6610,4442.6440,4495.4400,7225705472
2014-08-22,4491.6280,4526.2390,4478.7940,4521.7520,7203475968
2014-08-25,4521.8090,4522.7040,4476.1980,4487.1420,6797547008
2014-08-26,4474.4540,4490.9020,4390.1110,4407.5880,6960691200
2014-08-27,4401.8760,4432.1510,4401.6680,4421.2120,5435973888
2014-08-28,4423.7640,4431.5770,4368.6690,4381.4940,5435598336
2014-08-29,4378.6240,4427.8790,4370.8530,4427.8790,4372281088
2014-09-01,4436.5460,4507.4860,4436.1080,4507.4420,5768541696
2014-09-02,4519.2420,4576.1200,4514.7330,4576.1200,8415383808
2014-09-03,4582.4790,4612.3340,4571.9460,4608.5570,8792713472
2014-09-04,4611.5620,4648.2220,4598.8640,4647.8860,9431810048
2014-09-05,4654.5150,4666.9180,4629.1760,4666.4740,9082661632
2014-09-09,4672.1090,4701.9440,4643.3810,4701.6990,8928430592
2014-09-10,4686.1170,4713.9590,4662.1810,4709.9090,8618734336
2014-09-11,4707.0450,4762.1320,4670.6430,4704.9420,9766970624
2014-09-12,4698.1090,4757.0400,4689.6270,4756.9490,7855002624
2014-09-15,4759.7730,4810.0700,4752.8530,4807.5550,9287306496
2014-09-16,4809.4370,4816.3240,4643.8620,4645.5460,11731022848
2014-09-17,4649.6090,4686.3920,4604.6710,4686.0470,8627612928
2014-09-18,4679.1110,4719.5840,4663.1470,4719.0090,7791305728
2014-09-19,4718.7800,4762.1710,4705.0880,4758.7270,7389142528
2014-09-22,4753.7950,4753.7950,4682.6160,4694.2290,7766707200
2014-09-23,4693.3670,4754.4720,4692.8990,4754.4720,7167912704
2014-09-24,4746.6210,4816.1840,4733.5560,4815.7100,8489014272
2014-09-25,4826.9850,4861.7970,4797.2710,4814.7350,9233939712
2014-09-26,4803.4430,4833.8020,4787.3090,4829.9350,7296852224
2014-09-29,4847.8160,4880.1550,4847.8160,4877.4350,8091809024
2014-09-30,4886.5560,4921.0760,4877.8830,4916.1190,8175504640
2014-10-08,4935.0480,4993.6140,4913.6790,4993.5310,9035851264
2014-10-09,4996.6620,5010.8250,4936.7290,5004.0010,10430328320
2014-10-10,4987.0420,5007.1250,4952.1910,4981.8530,9612392704
2014-10-13,4964.2330,4982.6810,4906.1580,4982.6810,8313454592
2014-10-14,4978.8960,5013.9500,4933.5950,4966.0830,8229218816
2014-10-15,4967.2290,4988.1780,4922.4820,4987.7070,8198574848
2014-10-16,4962.5810,5007.2750,4906.2440,4906.2440,9575317504
2014-10-17,4894.5930,4914.6600,4771.7670,4860.7320,8522981632
2014-10-20,4873.4550,4929.4730,4869.8770,4929.1600,6459660288
2014-10-21,4929.2300,4942.4590,4878.1800,4884.0240,6781318400
2014-10-22,4881.5120,4902.7770,4821.1940,4825.6090,6136080896
2014-10-23,4815.1230,4832.4270,4732.7620,4755.2310,6501240064
2014-10-24,4757.0880,4800.3610,4754.8860,4774.6660,5633389568
2014-10-27,4762.5170,4809.9420,4739.3300,4809.5180,5600358656
2014-10-28,4819.5500,4925.0850,4819.5500,4924.9550,7511301376
2014-10-29,4938.7150,4999.9580,4923.5150,4991.7550,10560867072
2014-10-30,4988.9720,5021.1900,4975.7860,4992.6300,9916860416
2014-10-31,4999.0030,5012.2600,4945.2890,4986.4160,9166905856
2014-11-03,4993.1710,5028.7570,4992.5290,5028.6980,9219743488
2014-11-04,5028.5400,5036.0960,4983.0520,5003.4700,9380765184
2014-11-05,5004.8910,5013.6140,4976.1310,4995.4430,8467857152
2014-11-06,4992.7230,5025.2260,4959.7320,5024.8480,7965074176
2014-11-07,5029.7970,5049.2840,4956.8680,4977.2550,9620128512
2014-11-10,4989.4390,5031.1970,4973.3170,5031.0010,8524291840
2014-11-11,5038.6840,5041.3320,4842.4970,4881.4800,10650660096
2014-11-12,4866.4250,4965.3840,4855.6340,4965.3840,7286072832
2014-11-13,4963.7320,4967.2110,4889.3730,4921.6710,8706349824
2014-11-14,4901.1390,4920.0940,4862.3920,4909.6090,6575380992
2014-11-17,4925.4720,4982.5200,4894.6490,4958.4660,6843922176
2014-11-18,4951.5850,4973.8550,4947.0220,4967.6510,6349050112
2014-11-19,4967.6360,5002.4370,4959.4950,4985.1010,6816471552
2014-11-20,4972.7410,4990.9350,4961.6040,4974.6260,5967675392
2014-11-21,4975.5350,5029.7770,4975.4440,5029.7730,7286676224
2014-11-24,5088.2260,5130.0280,5065.1920,5112.1190,11851560704
2014-11-25,5118.6890,5189.4290,5106.5160,5189.0010,10777001728
2014-11-26,5198.1270,5215.6430,5168.1750,5214.2100,10988009728
2014-11-27,5229.4000,5251.6990,5202.7640,5251.3890,12058736640
2014-11-28,5249.6650,5261.1640,5193.3530,5245.2670,12536175104
2014-12-01,5246.4280,5247.0070,5181.1000,5208.1390,11592338944
2014-12-02,5201.3700,5278.6480,5196.0930,5277.6570,10940700416
2014-12-03,5284.5730,5339.2480,5245.3580,5339.0050,15294699008
2014-12-04,5345.0070,5452.3350,5343.1250,5451.9620,15212197632
2014-12-05,5462.7570,5464.2260,5185.3550,5333.8920,17243698176
2014-12-08,5310.5670,5435.7890,5266.0210,5412.6740,15240200192
2014-12-09,5392.9470,5465.0860,5181.5170,5195.4060,19760866560
2014-12-10,5184.0170,5374.2270,5150.9950,5374.0970,13131167232
